Hash,Author,Date,Message,Hashes_of_parents,Is_merge_commit,List_of_modified_files
97c81dfaaa522861c7849a76caff2c790a9b1d02,Aymeric Augustin,2018-05-16T22:52:53+02:00,"Add an example of synchronization between clients.

Fix #395.",['2098046e41d139b54f7884b7f13e93bc79894a78'],False,"['intro.rst', 'counter.html', 'counter.py']"
6204d2e90eae9ccc7b8825b84f90b2d09f07233c,Aymeric Augustin,2018-05-16T22:53:41+02:00,Fix a few inconsistencies.,['97c81dfaaa522861c7849a76caff2c790a9b1d02'],False,"['intro.rst', 'health_check_server.py', 'show_time.py']"
cffbed8f33995e70d80226d73d7b9c3edc8bcfe2,Aymeric Augustin,2018-05-16T22:08:19+02:00,"Improve parsing of Connection and Upgrade headers.

Revert 43f4a6db which was based on a misunderstanding of the ABNF.

This change uniformizes header parsing logic and provides better error
messages on invalid headers.",['cb5943808e36122cfc05d2ca3165860fd5f249a5'],False,"['client.py', 'handshake.py', 'headers.py', 'http.py', 'server.py', 'test_headers.py']"
23d208797c43f28bc278160de4309707c184f280,Aymeric Augustin,2018-05-17T22:41:17+02:00,"Fix a race condition in the closing handshake.

Fix #339.",['cffbed8f33995e70d80226d73d7b9c3edc8bcfe2'],False,"['changelog.rst', 'protocol.py', 'test_protocol.py']"
d375a075c16b47166597d24ec88f8f792b3986dd,Aymeric Augustin,2018-05-19T09:00:25+02:00,"Improve check for the connection to be usable.

Fix #320.",['23d208797c43f28bc278160de4309707c184f280'],False,"['changelog.rst', 'protocol.py', 'test_protocol.py']"
a11fa66afa3c60759a06de0cce9a8513f8bad689,Aymeric Augustin,2018-05-08T23:38:04+02:00,"Improve failing the WebSocket connection.

* Make it more compliant with the specification by preventing further
  processing of incoming frames.
* Make it synchronous, which will make it easier to control error
  handling.
* Allow transfer_data_task to be cancelled.
* Extend design documentation.",['d375a075c16b47166597d24ec88f8f792b3986dd'],False,"['changelog.rst', 'design.rst', 'protocol.py', 'server.py', 'test_protocol.py']"
a28d14763adcd3fc97985753a32ada831d7f3f2e,Aymeric Augustin,2018-05-12T13:52:08+02:00,"Don't call fail_connection on closed connections.

This change prevents spurious debug logs. fail_connection didn't do
anything in the CLOSED state anyway.",['0a1b76a01e5ea6c2ea9f9a99e141dc85db9bb4cf'],False,['server.py']
b32a44a998708d6817b8ea5a484bfcf6698fef66,Aymeric Augustin,2018-05-12T13:50:37+02:00,"Report cause of ConnectionClosed exception.

This makes it much easier to figure out why the connection drops,
all the more since the close code is always 1006 when failing the
WebSocket connection.

Fix #368.",['a28d14763adcd3fc97985753a32ada831d7f3f2e'],False,"['changelog.rst', 'protocol.py']"
b6a25ceb3555d0ba69e5961b8d7616e4c1aecb2b,Aymeric Augustin,2018-05-08T11:57:12+02:00,Security fix: defend against zip bombs.,['2b89213dc3a34c98d19f87cd4504046a656fe05c'],False,"['changelog.rst', 'base.py', 'permessage_deflate.py', 'test_permessage_deflate.py', 'framing.py', 'test_client_server.py', 'test_framing.py']"
414a51414d37bfa51d9e533bde39f545c7fe9041,Aymeric Augustin,2018-05-21T12:48:00+02:00,Fix regression from b07b8895.,['b6a25ceb3555d0ba69e5961b8d7616e4c1aecb2b'],False,['handshake.py']
5b991fb441fc7626d783a813609022e670397132,Aymeric Augustin,2018-05-24T12:39:39+02:00,"Revert ""Declare __await__ as coroutine.""

This reverts commit 7da5f40a65fc6003b3d2457d042c07443a8256d1.

Fix #411.",['c08a3186b750be3fdfbe40c7f92b45e026e563e6'],False,"['changelog.rst', 'client.py', 'server.py']"
68371dd26ed08cc7839987ca5c77e9e03248ca58,Aymeric Augustin,2018-05-21T12:49:04+02:00,Autobahn testsuite issue 77 was fixed.,['458169b1c8ce692633d9bf90e8474c249936d49d'],False,"['README.rst', 'fuzzingclient.json', 'fuzzingserver.json']"
6f8f1c877744623f0a5df5917a85b97807bfb7e5,Aymeric Augustin,2018-05-24T22:29:12+02:00,"Add support for Python 3.7.

Hopefully for real this time.

This is annoyingly complicated.

Fix #405.",['68371dd26ed08cc7839987ca5c77e9e03248ca58'],False,"['changelog.rst', 'client.py', '_test_client_server.py', 'client.py', 'server.py', 'server.py', 'test_client_server.py']"
ada2987ddf2eccbb36a6ead0a5936ba0ed397032,Aymeric Augustin,2018-06-05T22:08:55+02:00,"Replace conditional errors with version checks.

This avoids silently ignoring tests instead of failing them in case of
mistakes.

Fix #415.",['6f8f1c877744623f0a5df5917a85b97807bfb7e5'],False,"['protocol.py', 'test_client_server.py']"
2037226b0f1dc2c8e5ff255ec57a1fd18b0d1da9,Aymeric Augustin,2018-06-03T10:12:07+02:00,"Use Headers throughout the library.

Document changes.

Fix #210, #256.",['43809a0688591dd7c24daf16b6057d3be7cf1ca8'],False,"['changelog.rst', 'client.py', 'http.py', 'protocol.py', 'server.py', 'test_client_server.py', 'test_exceptions.py', 'test_http.py']"
25630f3c26b57ec035c8e2f151abafb4104b8edc,Aymeric Augustin,2018-06-17T16:14:36+02:00,"Send mandatory HTTP headers, including Date.

This improves HTTP compliance.

Fix #386.",['2037226b0f1dc2c8e5ff255ec57a1fd18b0d1da9'],False,"['client.py', 'exceptions.py', 'server.py', 'test_client_server.py']"
02371af16a6311fe9d07e5f0f0bbd6fd996becd5,Aymeric Augustin,2018-07-15T11:26:37+02:00,"Set up Circle 2.

Fix #437.",['39b050fc8a053f21fe490c09b7d294b988241280'],False,"['config.yml', 'circle.yml', 'tox.ini']"
e4e21e35219d04e7bca97fe690191b4da29c0ab1,Aymeric Augustin,2018-07-15T12:47:31+02:00,"Remove IPv6 host entries.

It's impossible to connect to ::1 in a Circle CI container because IPv6
networking isn't set up:

    OSError: [Errno 99] error while attempting to bind on address ('::1', 0, 0, 0): cannot assign requested address",['02371af16a6311fe9d07e5f0f0bbd6fd996becd5'],False,['config.yml']
91a376685b1ab7103d3d861ff8b02a1c00f142b1,Aymeric Augustin,2018-07-15T11:07:47+02:00,"Support yield from connect/serve on Python 3.7.

Fix #435.",['e4e21e35219d04e7bca97fe690191b4da29c0ab1'],False,"['client.py', '_test_client_server.py', 'server.py', 'test_client_server.py']"
75b5874a235c82990d5b97da4bbb454b00b978eb,Aymeric Augustin,2018-07-29T18:21:26+02:00,Fix typos in docs.,['2c68e9cb0a917de48af99e29d71e1d85ec8c0a62'],False,"['changelog.rst', 'design.rst']"
1c9d314dbe7c371e1be39e0738492aaf9f7e0869,Aymeric Augustin,2018-07-29T18:21:37+02:00,"Document that cancelling recv is safe.

(It wasn't until version 2.5.)

Fix #333.",['75b5874a235c82990d5b97da4bbb454b00b978eb'],False,['protocol.py']
ef33ebd2a913d548cc261ef054d89d04f20d9dd1,Aymeric Augustin,2018-07-30T14:59:41+02:00,"Clarify why timeout only applies to close.

Fix #428.",['3525ec391cb031d62015e71dcb4710b6f06248aa'],False,['protocol.py']
ab590c620dd195a508e2884cfb9763e50d99addd,Aymeric Augustin,2018-07-16T21:33:51+02:00,"Add an interactive client.

Fix #361.",['e2c4303129801c87a1f0f1c36ec7134f306e3194'],False,"['Makefile', 'changelog.rst', 'intro.rst', 'tox.ini', '__main__.py', 'exceptions.py']"
4216b35384c177981c4d18d763248c712b8e21d4,Aymeric Augustin,2018-08-11T12:16:12+02:00,"Fix typo.

Fix #454.",['2d6b4290bd4e59badbcfe1592f9312c3e28fa48d'],False,['design.rst']
adbe4e5bc70090a3a8aa514e0d613a08e3ec960e,Aymeric Augustin,2018-08-19T13:51:55+02:00,"Improve handling of missing headers.

Specifically this change makes websockets return a HTTP 426 error with a
proper message instead of a HTTP 400 with a cryptic message when the
Connection header is missing.

Fix #456.",['4216b35384c177981c4d18d763248c712b8e21d4'],False,"['changelog.rst', 'exceptions.py', 'handshake.py', 'test_exceptions.py', 'test_handshake.py']"
b99f1bd1a108ac8e8e3b1624696f03d8fe5c3537,Aymeric Augustin,2018-08-19T14:39:00+02:00,"Improve handling of the HTTP Origin header.

* Represent the lack of a header by None rather than ''. (The empty
  string suggests that the header is present with an empty value.)
  Backwards-compatibility is preserved with a deprecation warning.
* Provide a better error message if there's more than one Origin header
  in a HTTP request. (Clients aren't supposed to do that.)",['adbe4e5bc70090a3a8aa514e0d613a08e3ec960e'],False,"['changelog.rst', 'server.py', 'test_client_server.py']"
c2dd6b6eff0b24aaf99a48dbcd543ea6918b3241,Aymeric Augustin,2018-08-19T15:30:04+02:00,"Handle multiple HTTP headers with the same name.

Fix #424.",['b99f1bd1a108ac8e8e3b1624696f03d8fe5c3537'],False,"['changelog.rst', 'handshake.py', 'test_handshake.py']"
0197e82c7cd5b825a8d9b966e5586d77fa01f454,Aymeric Augustin,2018-07-29T17:56:40+02:00,"Ping at regular intervals.

Fix #383.",['d2b9537e0ef904fdec92f45e9f0b6a4e0e671a08'],False,"['api.rst', 'changelog.rst', 'cheatsheet.rst', 'design.rst', 'lifecycle.graffle', 'lifecycle.svg', 'client.py', 'protocol.py', 'server.py', 'test_client_server.py', 'test_protocol.py']"
983f4fd8ec3f24362e0bdf2d821ea8282eb2d008,Aymeric Augustin,2018-09-01T19:04:03+02:00,"Abort pending pings with ConnectionClosed.

Fix #464.",['638df3ac16669ecc711cb585c0e50bab55d8f89f'],False,"['changelog.rst', 'protocol.py', 'test_protocol.py']"
a8d54373901c56832fafa33b7c713a555f5bce02,Aymeric Augustin,2018-09-15T20:58:31+02:00,"Fix typo.

Fix #471.",['983f4fd8ec3f24362e0bdf2d821ea8282eb2d008'],False,['design.rst']
ff9fc363f70068a52c8d75f9d3048b5a6aa223fd,Aymeric Augustin,2018-09-23T16:25:29+02:00,"Add wait_closed method to protocols.

Fix #469.",['a8d54373901c56832fafa33b7c713a555f5bce02'],False,"['api.rst', 'changelog.rst', 'protocol.py', 'test_protocol.py']"
4e7a82eeec4621f7a6d99d43aa0a995b70382992,Aymeric Augustin,2018-09-23T16:09:21+02:00,"Rename timeout to close_timeout.

Fix #460.",['ff9fc363f70068a52c8d75f9d3048b5a6aa223fd'],False,"['api.rst', 'changelog.rst', 'conf.py', 'design.rst', 'client.py', 'protocol.py', 'server.py', 'test_client_server.py', 'test_protocol.py']"
84ce48cb148fa815fb40882bf4aa4806f562886d,Aymeric Augustin,2018-09-02T21:04:45+02:00,"Make it possible to fragment outgoing messages.

Fix #258.",['4e7a82eeec4621f7a6d99d43aa0a995b70382992'],False,"['changelog.rst', 'protocol.py', 'test_protocol.py']"
2f5ec328679e77eec03a5410a11bdccaa51e8c91,Aymeric Augustin,2018-10-27T17:30:09+02:00,Fix indentation.,['db8820790f0f066493db5de7c964c26771f73c75'],False,['changelog.rst']
af9f318973f71bfdb79d00af0ff443b195ef8fc7,Aymeric Augustin,2018-10-27T17:34:08+02:00,"Call WebSocket codes ""close codes"" consistently.",['8dfe6e3e860efc1cb753518ef652adc38b8da4c9'],False,"['changelog.rst', 'protocol.py']"
71c4db9c5947dc7a69eb05513bfc46a1a9771c1a,Aymeric Augustin,2018-09-29T18:27:06+02:00,"Simplify connection termination on server shutdown.

Previously, there were two scenarios where a connection handler on the
server side would receive an unexpected connection termination:

1. When the remote endpoint closed the connection or it dropped for any
   reason: this was signalled with a ConnectionClosed exception when
   interacting with the connection, usually thrown by recv() since most
   connection handlers spend the majority of their time awaiting recv()

2. When the server shut down: this caused the connection handler to be
   cancelled, meaning that a CancelledError exception was injected at
   an arbitrary location.

Now, when the server shuts down, scenario 1 also applies. This removes
the need to prepare for CancelledError in connection handlers.

A good way to understand this change is to consider that ""shutting down
the server"" means ""shutting down all connections"".

Given that WebSocket connections are long-running, I find it sensible
to require connection handlers to detect when the connection they're
managing drops and to terminate.

I expect this to make it easier for users to write connection handlers
that behave correctly when the server shuts down, for two reasons:

- There's only one scenario to implement, which reduces the amount of
  exception handling required. In addition, this avoids the specially
  messy situation where the clean-up process for ConnectionClosed gets
  interrupted by CancelledError.
- Users are much more likely to check what happens when the connection
  drops than when the server shuts down. Making the latter behave like
  the former gives them proper behavior for free.

Another argument for this change is that cancellation wasn't properly
used there. Cancellation should only be used for terminating the
execution of a task that one started when one no longer cares about its
result. Since websockets runs a connection handler provided by the user,
it can't make the decision that whatever code comes next doesn't matter,
especially finalization code.

The counter-argument against this change is that shutdown will be much
slower for a server that reads events from an external source and sends
them over the WebSocket connection. Previously, such a server would
close immediately. Now, unless the connection handler checks for
termination explicitly, it won't notice that the server is closing
until it attempts to send the next event, which could take some time.

Fix #338 and #394.

Revert #337 and #392.",['c3a81ff690acadaa3f57da2bbdaec69f873d4c0d'],False,"['changelog.rst', 'cheatsheet.rst', 'design.rst', 'exceptions.py', 'protocol.py', 'server.py', 'test_client_server.py']"
64575c87c82b34a77a358ccd25f90a537ef570a0,Aymeric Augustin,2018-10-28T15:01:34+01:00,"Add support for python setup.py test.

Tell setuptools to use the default unittest loader, unittest.TestLoader,
rather than its own version, setuptools.command.test.ScanningLoader, as
documented here:

https://setuptools.readthedocs.io/en/latest/setuptools.html#test-loader

Fix #415.",['71c4db9c5947dc7a69eb05513bfc46a1a9771c1a'],False,['setup.py']
c1b74b61dc07d5a1359307a1ff50510e6026765f,Aymeric Augustin,2018-10-28T15:47:22+01:00,"Fix backwards-compatibility recipe.

Refs #338.",['64575c87c82b34a77a358ccd25f90a537ef570a0'],False,['changelog.rst']
b64fee8eb849d292ddc0e0246c20bd4196cda030,Aymeric Augustin,2018-10-28T20:39:34+01:00,"Support common customizations without subclassing.

This reduces the amount of boilerplate required for defining a
custom process_request.

Fix #495.",['c1b74b61dc07d5a1359307a1ff50510e6026765f'],False,"['api.rst', 'changelog.rst', 'deployment.rst', 'health_check_server.py', 'client.py', 'server.py', 'test_client_server.py']"
21d3bed6bcdd4a0374e28dfee0887584ec64e12c,Aymeric Augustin,2018-10-28T20:48:19+01:00,"Simplify fail_connection.

Wait for the connection to terminate separately.

Avoid the  weird ""yield from / await function that returns a Future""
pattern.

Fix #498.",['324d436648c816b06b42cf68702c8647b7660c57'],False,"['client.py', 'protocol.py', 'client.py', 'server.py']"
b870638044c8b4e9c5944b05142014258654f79c,Aymeric Augustin,2018-10-30T13:05:14+01:00,"Rewrite recv() to avoid a data loss bug.

A race condition between receiving a message and cancelling recv() could
result in losing the message.

Fix #486 and #470.",['21d3bed6bcdd4a0374e28dfee0887584ec64e12c'],False,"['changelog.rst', 'design.rst', 'protocol.graffle', 'protocol.svg', 'protocol.py', 'test_protocol.py']"
62795d1a370858bdd3c43e092d273ed8953c2b59,Aymeric Augustin,2018-10-31T22:34:21+01:00,"Update discussion of transfer_data_task cancellation.

Fix #509.",['dc2722bcf5e275f44d6fbd3f36da529642c697c0'],False,"['design.rst', 'protocol.py']"
6e7666e4203e245b7a0097e7d578d871a71d024e,Aymeric Augustin,2018-11-01T15:54:34+01:00,Fix typos in the docs.,['62795d1a370858bdd3c43e092d273ed8953c2b59'],False,"['changelog.rst', 'spelling_wordlist.txt', 'server.py']"
9d6fe04da62b35368de4ec047ab940e3a4e06b77,Aymeric Augustin,2018-11-01T16:28:28+01:00,"Make the client and server examples compatible.

Fix #484.",['1138974fc7dd003d6626faf0b5f3a13f3a44c13d'],False,"['README.rst', 'hello.py']"
9668b5bb93a7ffb738125ae8f6c1e9002bc57c13,Aymeric Augustin,2018-11-01T16:50:56+01:00,Fix typo.,['391aa13091869cb1073e967be4295e83bd4649cc'],False,['contributing.rst']
82baae15dba99dc4b6d7a476be501a643c1ae1bf,Aymeric Augustin,2018-11-01T18:04:07+01:00,"Add debug logs of HTTP requests and responses.

Fix #493.",['5a92a1124f47b5d439ac38a607c5a47a2115d6d7'],False,"['changelog.rst', 'client.py', 'http.py', 'protocol.py', 'server.py', 'test_client_server.py', 'test_http.py']"
771a5f2d1f1c873ea09a7a1191529a93f3f21846,Aymeric Augustin,2018-11-01T21:38:33+01:00,"Return 503 on server shutdown during handshake.

That was a regression in 71c4db9c.

Fix #499.

Ref #483.",['4f1a14c341df27338460db97ea6376571dc3ada7'],False,"['exceptions.py', 'server.py', 'test_client_server.py']"
9329ef30f4af2c6720ca17aa3980fe59ac52efce,Aymeric Augustin,2018-11-04T21:25:39+01:00,Fix formatting in changelog.,['771a5f2d1f1c873ea09a7a1191529a93f3f21846'],False,['changelog.rst']
6a8c8332838ef9814b773a4752aa80f7bca42d96,Aymeric Augustin,2018-11-04T17:45:47+01:00,"Support memoryview objects like bytes.

Minimize memory copies when they're C-contiguous.

Fix #478.",['5897ee913650efdcdcf2c2c98b9f74c9b605e83a'],False,"['framing.py', 'speedups.c', 'test_framing.py', 'test_protocol.py', 'test_utils.py']"
a4dbe6ccb22fd9a591e7557de8ed9b6aa7202741,Aymeric Augustin,2018-11-06T22:50:49+01:00,"Fix wait_closed signature in docs.

Fix #512.",['dff6cfc1a285c0a36ad440290fe81b46269bbba8'],False,['api.rst']
b6fc5c06d91fbbd76c5db5293adb9b3269116557,Aymeric Augustin,2018-11-11T10:22:18+01:00,Fix side effect of automatic code formatting.`,['a4dbe6ccb22fd9a591e7557de8ed9b6aa7202741'],False,['protocol.py']
00458f2749bbaeb36280c3129af74f00dab26b3d,Cory Johns,2018-12-12T17:47:32-05:00,"Handle redirects in client when connecting

Per https://tools.ietf.org/html/rfc6455.html#section-4.2.2 the server
may redirect the client during the handshake. This allows the client to
handle redirects properly instead of raising an InvalidStatusCode error.",['b6fc5c06d91fbbd76c5db5293adb9b3269116557'],False,"['client.py', 'exceptions.py', 'client.py', 'test_client_server.py']"
e4b49877e8ffdc618360f5ed85fc1212056a6ded,Cory Johns,2018-12-12T20:13:01-05:00,Fix references to HTTPStatus,['ee92bc490bd762ef575cd2eee8883561d4066f15'],False,"['compatibility.py', 'test_client_server.py']"
7192081a94ebd2591a4418641335c32be11c5bbd,Aymeric Augustin,2018-12-27T22:51:16+01:00,"Merge pull request #528 from johnsca/bug/client-redirects

Handle redirects in client when connecting","['b6fc5c06d91fbbd76c5db5293adb9b3269116557', '170088dcf478b661097556e97ad60d0dba410408']",True,[]
40adef93ae4cc74fef34d8ad4e72648a361799e8,Aymeric Augustin,2018-12-29T22:33:24+01:00,"Add documentation for extensions.

Fix #255.",['ec805604e3dd37aa85f2ab3d54ff0b3895d638f9'],False,"['api.rst', 'changelog.rst', 'extensions.rst', 'index.rst', 'base.py', 'permessage_deflate.py']"
3da06faadec19d50cc068f62e10e2ca456396f53,Aymeric Augustin,2018-12-31T10:16:15+01:00,"Document how to optimize memory usage.

Include benchmarking scripts.

Also improve neighboring docs.

Fix #272.",['4034bc768f1adec08274ef28f62ea6e401d4e88e'],False,"['changelog.rst', 'deployment.rst', 'design.rst', 'extensions.rst', 'intro.rst', 'security.rst', 'spelling_wordlist.txt', 'mem_client.py', 'mem_server.py', 'http.py', 'protocol.py']"
04336426f894374012da0933ee370d5c20abeeda,Aymeric Augustin,2019-01-01T17:06:27+01:00,"Indicate which functions are coroutines.

Also fix indentation issues in the API docs.

Thanks @cjerdonek for the idea and @njsmith for sphinxcontrib-trio.

Fix #295 (assuming RTD builds properly).",['7d72dabd100b65bb05580f3e0163e3b7ce3dc787'],False,"['.readthedocs.yml', 'api.rst', 'conf.py', 'server.py']"
8fc78fee48d52bb3c690e925bad0825613319296,Aymeric Augustin,2019-01-01T19:45:03+01:00,"Send fragmented messages from async iterators.

Fix #477.",['76d739dfcf85b3739181c11dcbaab4d4b542e354'],False,"['protocol.py', 'test_protocol.py']"
5c08626717e29e55b3e0180050c1292833ceef44,Aymeric Augustin,2019-01-26T10:01:22+01:00,Remove workarounds for bugs fixed in Python 3.6.,['31106eb42c846e50e1956043e9f2564e398ccd6c'],False,['protocol.py']
d836f8b107f040ce3877c21d19a029c6a534343b,Aymeric Augustin,2019-01-25T22:37:51+01:00,"Take advantage of loop.create_future().

It's the best practice for creating futures in asyncio since Python 3.5.2.

Fix #504.",['5c08626717e29e55b3e0180050c1292833ceef44'],False,"['shutdown.py', 'mem_server.py', '__main__.py', 'protocol.py', 'server.py']"
94945fec3280c1c6d04aa4c9dc41a794f1ef1a42,Aymeric Augustin,2019-01-19T21:00:06+01:00,"Annotate source code with type hints.

Fix a few minor bugs revealed by static typing.

This required adjustments where the code wasn't statically typable,
usally because a variable was reused with a different type.",['7bff03bbd74ab10a08237efbfb61cc831fa67de8'],False,"['Makefile', 'changelog.rst', '__main__.py', 'client.py', 'exceptions.py', 'base.py', 'permessage_deflate.py', 'framing.py', 'handshake.py', 'headers.py', 'http.py', 'protocol.py', 'server.py', 'uri.py', 'utils.py', 'test_permessage_deflate.py', 'test_exceptions.py', 'test_http.py', 'tox.ini']"
e4cec94ceacbb039ced993dd0d4fd00c4761cd90,Aymeric Augustin,2019-02-10T14:14:33+01:00,"Document bugfix releases in the changelog.

Mostly so users don't wonder why these releases exist.

Fix #572.",['dcca6efd750bd42062fe9cb3ecb822a7cae75d19'],False,['changelog.rst']
217477fa1119c26cccf30bbfb07573444839bb27,Aymeric Augustin,2019-02-17T08:58:02+01:00,"Restore support for unbounded incoming message queues.

The API change is backwards incompatible. However, None is a better
value than 0 to mean ""no limit"" and users already hit the backwards
incompatibility when they upgraded to 7.0, which broke the feature.
For this reason I didn't include a backwards compatibility shim.

Thanks @petr-fedorov for the report.

Fix #576.",['569042a682eaa0b5e5a953bea9f3d22832b8dea1'],False,"['changelog.rst', 'protocol.py', 'test_protocol.py']"
b5690affb4698d18574221ae68024b2fe995a583,Aymeric Augustin,2019-02-03T22:09:34+01:00,"Add ConnectionClosed subclass for normal closure.

Thanks @cjerdonek for the suggestion.

Fix #285.",['52872a5485651d606900cddd720b4a4aa658d690'],False,"['changelog.rst', 'exceptions.py', 'protocol.py', 'server.py', 'test_exceptions.py']"
b3d60d75fc2973b67ac39d34f08409207c557a97,Aymeric Augustin,2019-06-16T18:02:11+02:00,"Don't crash if a extra_headers callable returns None.

Fix #619.",['05ccc5ee64d5f24ed77809985ae5176d71c6caaf'],False,"['changelog.rst', 'server.py', 'test_client_server.py']"
f255722c158b531415916ae29be16f295987d5d7,Aymeric Augustin,2019-06-17T13:17:17+02:00,Fix copy-paste mistake in b3d60d75.,['595978c75b42a768e8c85accd02884a8ffa9a503'],False,['test_client_server.py']
218f0a9866740773349e8d50f76b4af1d9873d39,Aymeric Augustin,2019-06-19T21:04:29+02:00,"Change process_request to be a coroutine (again).

b64fee8e made it possible to use either a function or a coroutine. It
was part of the 7.0 release.

4f1a14c3 documented this possibility but wasn't released. However, users
may have read the ""latest"" docs and taken advantage of this.

For this reason, include proper deprecation warnings and preserve
backwards-compatibility (for the foreseeable future).

The deprecation warnings need to be in two locations to account for
passing a process_request argument and for overriding the
process_request method.

Issue #597 shows that `isinstance(..., Awaitable)` is more robust than
`asyncio.iscoroutinefunction(...)` because it also supports functions
returning awaitables.",['f255722c158b531415916ae29be16f295987d5d7'],False,"['changelog.rst', 'health_check_server.py', 'server.py', 'test_client_server.py']"
56cd365310a341eef59f11659631d7ee73b9f1da,Aymeric Augustin,2019-06-17T13:18:18+02:00,"Support HTTP Basic Auth on the server side.

Fix #492.",['c2b7e1bb5a221fe7fea6efb53ab33d8efc8783ad'],False,"['api.rst', 'changelog.rst', '__init__.py', 'auth.py', 'client.py', 'headers.py', 'test_auth.py', 'test_client_server.py', 'test_headers.py']"
c0c31b89c1eb382ca0604a6edb762e0b2c919ed2,Aymeric Augustin,2019-06-22T13:18:41+02:00,Avoid crash caused by type annotations.,['918d83f6abcd468998a1a6a51387ae5c42a90297'],False,['__main__.py']
71d476a5141be67daaab82dab729278940085a86,Aymeric Augustin,2019-06-22T13:43:17+02:00,"Handle ConnectionClosed exception in keepalive_ping.

Fix #551.

Thanks @Harmon758 for reporting this bug and identifying the root cause.",['c0c31b89c1eb382ca0604a6edb762e0b2c919ed2'],False,"['changelog.rst', 'protocol.py', 'test_protocol.py']"
f8d8a61d8e2c7dcd6eb807d952cfa2b5179b29cb,Aymeric Augustin,2019-06-22T17:46:22+02:00,"Handle aborted pings when receiving a pong.

Fix #551.

Thanks @Harmon758 for reporting this bug and identifying the root cause.",['71d476a5141be67daaab82dab729278940085a86'],False,"['protocol.py', 'test_protocol.py']"
9b89de93b1d00fd404439675ecc1f3f385287cc4,Aymeric Augustin,2019-06-22T19:04:07+02:00,"Handle ConnectionClosed when echoing a close frame.

Fix #606.

Thanks @lgrahl for the bug report.",['bf6db5ddeda3f2da7a48f69ec9fa6c024fdcbfa8'],False,"['protocol.py', 'test_protocol.py', 'utils.py']"
7d429b56b62a263320fc693b6862da757ffb763f,Aymeric Augustin,2019-06-23T18:56:27+02:00,"Rewrite documentation for process_request.

Fix #496.",['9b89de93b1d00fd404439675ecc1f3f385287cc4'],False,['server.py']
cac72a7bfdf744fb5d4604317f2ec68caf941751,Aymeric Augustin,2019-06-23T18:42:13+02:00,"Add a FAQ.

Fix #621.",['7d429b56b62a263320fc693b6862da757ffb763f'],False,"['changelog.rst', 'faq.rst', 'index.rst']"
aa2a2bb52621626c5661f8be5de4985e18e87acf,Aymeric Augustin,2019-06-24T22:08:44+02:00,"Improve HTTP parsing error messages.

Fix #494.",['cac72a7bfdf744fb5d4604317f2ec68caf941751'],False,"['changelog.rst', 'client.py', 'http.py', 'server.py', 'test_http.py']"
d5a670019dd7baf966e5822c37f45c0da4971fdd,Aymeric Augustin,2019-06-26T08:27:07+02:00,"Improve error messages for hanshake failures.

Fix #611.",['9f9da4478bb2c3f84020abadce118dfad6d53391'],False,"['__main__.py', 'auth.py', 'client.py', 'exceptions.py', 'permessage_deflate.py', 'framing.py', 'protocol.py', 'server.py', 'test_auth.py', 'test_client_server.py', 'test_exceptions.py']"
721ef99dab6efebbf1aad29ba127387f5e129855,Aymeric Augustin,2019-06-29T10:31:06+02:00,"Add unix_connect to connect to a Unix socket..

Fix #539.",['626544bc58565b19dc11f74ebe9b8fe25ff411b6'],False,"['api.rst', 'changelog.rst', 'unix_client.py', 'unix_server.py', 'client.py', 'test_client_server.py']"
752f4145cd06d303f7ac2ddc8c1fdffe9c492bff,Aymeric Augustin,2019-06-29T12:52:11+02:00,"Support overriding host and port in connect().

Fix #540.

Thanks @Kirill888 for the report and initial patch.",['721ef99dab6efebbf1aad29ba127387f5e129855'],False,"['changelog.rst', 'client.py', 'test_client_server.py']"
dd653dbe551a88dec4491fd5d83c9eefa236213a,Aymeric Augustin,2019-06-30T14:32:22+02:00,"Add WebSocketServer to server.__all__.

Fix #562.

Thanks @lgrahl for the suggestion.",['f967833ee3c8215e49edd4033d1efb3985a895ad'],False,['server.py']
e832c565b6ac85b5c1a80c7e6eab15eaead31440,Aymeric Augustin,2019-07-01T21:37:09+02:00,"Fix InvalidStateError when failing the connection.

This exception occurred when:

- the incoming queue was full
- the connection terminated with an error
- recv() was called at the wrong time

Fix #634.",['6386867594a685c026099fb307ae0efd36ca6095'],False,"['protocol.py', 'test_protocol.py']"
d601f68b7edfed92fbb7566511bea927f324b3c2,Aymeric Augustin,2019-07-01T21:54:46+02:00,"Serialize sending fragmented messages.

While sending a fragmented message, no other data frame can be sent.

Fix #542.",['e832c565b6ac85b5c1a80c7e6eab15eaead31440'],False,"['protocol.py', 'test_protocol.py']"
7ef66541192be89373a904c27908a411400f5d68,Aymeric Augustin,2019-07-01T22:06:32+02:00,"Serialize sending fragmented messages.

When sending a fragmented message, wait until it's finished to send
other messages.

Fix #542 (more elegantly).",['d601f68b7edfed92fbb7566511bea927f324b3c2'],False,"['protocol.py', 'test_protocol.py']"
e3452230eaf67ec5c4c253682eecb26aebee2223,Aymeric Augustin,2019-06-30T14:22:58+02:00,"Discourage cancellation of APIs that write frames.

If writing is stuck (and closing the connection counts as a write),
then cancelling won't achieve anything. There's only one way out:
closing the connection, waiting until all timeouts elapse, and
eventually websockets gives up and aborts the TCP connection.

Fix #278.",['7ef66541192be89373a904c27908a411400f5d68'],False,['protocol.py']
